"municipality","state","latitude","longitude"
"GIRAU DO PONCIANO","AL","-9.8800000000000008","-36.82"
"GIRUA","RS","-28.02","-54.35"
"GLAUCILANDIA","MG","-16.850000000000001","-43.69"
"GLICERIO","SP","-21.38","-50.21"
"GLORIA","BA","-9.33","-38.25"
"GLORIA DE DOURADOS","MS","-22.41","-54.23"
"GLORIA DO GOITA","PE","-8","-35.29"
"GLORIA D'OESTE","MT","-15.76","-58.35"
"GLORINHA","RS","-29.88","-50.76"
"GODOFREDO VIANA","MA","-1.4","-45.78"
"GODOY MOREIRA","PR","-24.17","-51.92"
"GOIABEIRA","MG","-18.98","-41.22"
"GOIANA","MG","-21.53","-43.2"
"GOIANA","PE","-7.56","-35"
"GOIANAPOLIS","GO","-16.510000000000002","-49.02"
"GOIANDIRA","GO","-18.13","-48.08"
"GOIANESIA","GO","-15.31","-49.11"
"GOIANESIA DO PARA","PA","-3.84","-49.09"
"GOIANIA","GO","-16.670000000000002","-49.25"
"GOIANINHA","RN","-6.26","-35.21"
"GOIANIRA","GO","-16.489999999999998","-49.42"
"GOIANORTE","TO","-8.77","-48.93"
"GOIAS","GO","-15.93","-50.14"
"GOIATINS","TO","-7.71","-47.31"
"GOIATUBA","GO","-18.010000000000002","-49.35"
"GOIOERE","PR","-24.18","-53.02"
"GOIOXIM","PR","-25.19","-51.99"
"GONCALVES","MG","-22.65","-45.85"
"GONCALVES DIAS","MA","-5.15","-44.29"
"GONGOGI","BA","-14.32","-39.46"
"GONZAGA","MG","-18.82","-42.47"
"GOUVEA","MG","-18.45","-43.74"
"GOUVELANDIA","GO","-18.64","-50.06"
"GOVERNADOR ARCHER","MA","-5.0199999999999996","-44.27"
"GOVERNADOR CELSO RAMOS","SC","-27.31","-48.55"
"GOVERNADOR DIX-SEPT ROSADO","RN","-5.45","-37.520000000000003"
"GOVERNADOR EDISON LOBAO","MA","-5.74","-47.36"
"GOVERNADOR EUGENIO BARROS","MA","-5.32","-44.24"
"GOVERNADOR JORGE TEIXEIRA","RO","-10.52","-62.64"
"GOVERNADOR LUIZ ROCHA","MA","-5.46","-44.07"
"GOVERNADOR MANGABEIRA","BA","-12.6","-39.04"
"GOVERNADOR NEWTON BELLO","MA","-3.42","-45.67"
"GOVERNADOR NUNES FREIRE","MA","-2.12","-45.88"
"GOVERNADOR VALADARES","MG","-18.850000000000001","-41.94"
"GRACA","CE","-4.04","-40.75"
"GRACA ARANHA","MA","-5.41","-44.33"
"GRACHO CARDOSO","SE","-10.220000000000001","-37.19"
"GRAJAU","MA","-5.81","-46.13"
"GRAMADO","RS","-29.37","-50.87"
"GRAMADO DOS LOUREIROS","RS","-27.44","-52.91"
"GRAMADO XAVIER","RS","-29.26","-52.57"
"GRANDES RIOS","PR","-24.14","-51.5"
"GRANITO","PE","-7.71","-39.61"
"GRANJA","CE","-3.12","-40.82"
"GRANJEIRO","CE","-6.88","-39.21"
"GRAO MOGOL","MG","-16.55","-42.89"
"GRAO PARA","SC","-28.18","-49.21"
"GRAVATA","PE","-8.1999999999999993","-35.56"
"GRAVATAI","RS","-29.94","-50.99"
"GRAVATAL","SC","-28.33","-49.03"
"GROAIRAS","CE","-3.91","-40.380000000000003"
"GROSSOS","RN","-4.9800000000000004","-37.15"
"GRUPIARA","MG","-18.489999999999998","-47.72"
"GUABIJU","RS","-28.54","-51.69"
"GUABIRUBA","SC","-27.08","-48.98"
"GUACUI","ES","-20.77","-41.67"
"GUADALUPE","PI","-6.78","-43.56"
"GUAIBA","RS","-30.11","-51.32"
"GUAICARA","SP","-21.62","-49.79"
"GUAIMBE","SP","-21.91","-49.89"
"GUAIRA","PR","-24.08","-54.25"
"GUAIRA","SP","-20.309999999999999","-48.31"
"GUAIRACA","PR","-22.93","-52.68"
"GUAIUBA","CE","-4.04","-38.630000000000003"
"GUAJARA","AM","-7.54","-72.58"
"GUAJARA-MIRIM","RO","-10.78","-65.33"
"GUAJERU","BA","-14.54","-41.94"
"GUAMARE","RN","-5.0999999999999996","-36.32"
"GUAMIRANGA","PR","-25.19","-50.8"
"GUANAMBI","BA","-14.22","-42.78"
"GUANHAES","MG","-18.77","-42.93"
"GUAPE","MG","-20.76","-45.91"
"GUAPIACU","SP","-20.79","-49.22"
"GUAPIARA","SP","-24.18","-48.53"
"GUAPIMIRIM","RJ","-22.53","-42.98"
"GUAPIRAMA","PR","-23.51","-50.04"
"GUAPO","GO","-16.829999999999998","-49.53"
"GUAPORE","RS","-28.84","-51.89"
"GUAPOREMA","PR","-23.34","-52.77"
"GUARA","SP","-20.420000000000002","-47.82"
"GUARABIRA","PB","-6.85","-35.49"
"GUARACAI","SP","-21.02","-51.2"
"GUARACI","PR","-22.97","-51.65"
"GUARACI","SP","-20.49","-48.94"
"GUARACIABA","MG","-20.57","-43"
"GUARACIABA","SC","-26.59","-53.51"
"GUARACIABA DO NORTE","CE","-4.16","-40.74"
"GUARACIAMA","MG","-17.010000000000002","-43.67"
"GUARAI","TO","-8.83","-48.51"
"GUARAITA","GO","-15.61","-50.02"
"GUARAMIRANGA","CE","-4.26","-38.93"
"GUARAMIRIM","SC","-26.47","-49"
"GUARANESIA","MG","-21.29","-46.8"
"GUARANI","MG","-21.35","-43.04"
"GUARANI DAS MISSOES","RS","-28.14","-54.55"
"GUARANI DE GOIAS","GO","-13.93","-46.48"
"GUARANI D'OESTE","SP","-20.07","-50.33"
"GUARANIACU","PR","-25.1","-52.87"
"GUARANTA","SP","-21.89","-49.59"
"GUARANTA DO NORTE","MT","-9.7799999999999994","-54.91"
"GUARAPARI","ES","-20.65","-40.51"
"GUARAPUAVA","PR","-25.39","-51.45"
"GUARAQUECABA","PR","-25.3","-48.32"
"GUARARA","MG","-21.73","-43.03"
"GUARARAPES","SP","-21.26","-50.64"
"GUARAREMA","SP","-23.41","-46.03"
"GUARATINGA","BA","-16.579999999999998","-39.78"
"GUARATINGUETA","SP","-22.81","-45.19"
"GUARATUBA","PR","-25.88","-48.57"
"GUARDA-MOR","MG","-17.77","-47.09"
"GUAREI","SP","-23.37","-48.18"
"GUARIBA","SP","-21.36","-48.22"
"GUARIBAS","PI","-9.39","-43.68"
"GUARINOS","GO","-14.73","-49.7"
"GUARUJA","SP","-23.99","-46.25"
"GUARUJA DO SUL","SC","-26.38","-53.52"
"GUARULHOS","SP","-23.46","-46.53"
"GUATAMBU","SC","-27.13","-52.78"
"GUATAPARA","SP","-21.49","-48.03"
"GUAXUPE","MG","-21.3","-46.71"
"GUIA LOPES DA LAGUNA","MS","-21.45","-56.11"
"GUIDOVAL","MG","-21.15","-42.79"
"GUIMARAES","MA","-2.13","-44.6"
"GUIMARANIA","MG","-18.84","-46.79"
"GUIRATINGA","MT","-16.34","-53.75"
"GUIRICEMA","MG","-21","-42.71"
"GURINHATA","MG","-19.21","-49.78"
"GURINHEM","PB","-7.12","-35.42"
"GURJAO","PB","-7.24","-36.479999999999997"
"GURUPA","PA","-1.4","-51.64"
"GURUPI","TO","-11.72","-49.06"
"GUZOLANDIA","SP","-20.65","-50.66"
"HARMONIA","RS","-29.54","-51.42"
"HEITORAI","GO","-15.71","-49.82"
"HELIODORA","MG","-22.06","-45.54"
"HELIOPOLIS","BA","-10.68","-38.28"
"HERCULANDIA","SP","-22","-50.38"
"HERVAL","RS","-32.020000000000003","-53.39"
"HERVAL D'OESTE","SC","-27.19","-51.49"
"HERVEIRAS","RS","-29.4","-52.65"
"HIDROLANDIA","CE","-4.4000000000000004","-40.43"
"HIDROLANDIA","GO","-16.96","-49.22"
"HIDROLINA","GO","-14.72","-49.46"
"HOLAMBRA","SP","-22.63","-47.05"
"HONORIO SERPA","PR","-26.14","-52.38"
"HORIZONTE","CE","-4.09","-38.49"
"HORIZONTINA","RS","-27.62","-54.3"
"HORTOLANDIA","SP","-22.85","-47.22"
"HUGO NAPOLEAO","PI","-5.98","-42.55"
"HULHA NEGRA","RS","-31.4","-53.86"
"HUMAITA","AM","-7.5","-63.02"
"HUMAITA","RS","-27.56","-53.97"
"HUMBERTO DE CAMPOS","MA","-2.59","-43.46"
"IACANGA","SP","-21.89","-49.02"
"IACIARA","GO","-14.09","-46.63"
"IACRI","SP","-21.85","-50.68"
"IACU","BA","-12.76","-40.21"
"IAPU","MG","-19.43","-42.21"
"IARAS","SP","-22.87","-49.16"
"IATI","PE","-9.0399999999999991","-36.840000000000003"
"IBAITI","PR","-23.84","-50.18"
"IBARAMA","RS","-29.41","-53.13"
"IBARETAMA","CE","-4.8","-38.75"
"IBATE","SP","-21.95","-47.99"
"IBATEGUARA","AL","-8.9700000000000006","-35.93"
"IBATIBA","ES","-20.23","-41.51"
"IBEMA","PR","-25.1","-53.01"
"IBERTIOGA","MG","-21.43","-43.96"
"IBIA","MG","-19.47","-46.53"
"IBIACA","RS","-28.05","-51.85"
"IBIAI","MG","-16.86","-44.91"
"IBIAM","SC","-27.18","-51.23"
"IBIAPINA","CE","-3.92","-40.880000000000003"
"IBIARA","PB","-7.5","-38.4"
"IBIASSUCE","BA","-14.25","-42.25"
"IBICARAI","BA","-14.86","-39.58"
"IBICARE","SC","-27.09","-51.36"
"IBICOARA","BA","-13.41","-41.28"
"IBICUI","BA","-14.84","-39.979999999999997"
"IBICUITINGA","CE","-4.97","-38.630000000000003"
"IBIMIRIM","PE","-8.5399999999999991","-37.69"
"IBIPEBA","BA","-11.64","-42.01"
"IBIPITANGA","BA","-12.88","-42.48"
"IBIPORA","PR","-23.26","-51.04"
"IBIQUERA","BA","-12.65","-40.93"
"IBIRA","SP","-21.08","-49.24"
"IBIRACATU","MG","-15.66","-44.16"
"IBIRACI","MG","-20.46","-47.12"
"IBIRACU","ES","-19.829999999999998","-40.369999999999997"
"IBIRAIARAS","RS","-28.37","-51.63"
"IBIRAJUBA","PE","-8.58","-36.17"
"IBIRAMA","SC","-27.05","-49.51"
"IBIRAPITANGA","BA","-14.16","-39.369999999999997"
"IBIRAPUA","BA","-17.68","-40.1"
"IBIRAPUITA","RS","-28.62","-52.51"
"IBIRAREMA","SP","-22.81","-50.07"
"IBIRATAIA","BA","-14.06","-39.64"
"IBIRITE","MG","-20.02","-44.05"
"IBIRUBA","RS","-28.62","-53.09"
"IBITIARA","BA","-12.65","-42.21"
"IBITINGA","SP","-21.75","-48.82"
"IBITIRAMA","ES","-20.54","-41.66"
"IBITITA","BA","-11.54","-41.97"
"IBITIURA DE MINAS","MG","-22.06","-46.44"
"IBITURUNA","MG","-21.15","-44.74"
"IBIUNA","SP","-23.65","-47.22"
"IBOTIRAMA","BA","-12.18","-43.22"
"ICAPUI","CE","-4.71","-37.35"
"ICARA","SC","-28.71","-49.3"
"ICARAI DE MINAS","MG","-16.21","-44.9"
"ICARAIMA","PR","-23.39","-53.61"
"ICATU","MA","-2.77","-44.06"
"ICEM","SP","-20.34","-49.19"
"ICHU","BA","-11.74","-39.19"
"ICO","CE","-6.4","-38.86"
"ICONHA","ES","-20.79","-40.81"
"IELMO MARINHO","RN","-5.82","-35.549999999999997"
"IEPE","SP","-22.66","-51.07"
"IGACI","AL","-9.5299999999999994","-36.630000000000003"
"IGAPORA","BA","-13.77","-42.71"
"IGARACU DO TIETE","SP","-22.5","-48.55"
"IGARACY","PB","-7.18","-38.14"
"IGARAPAVA","SP","-20.03","-47.74"
"IGARAPE","MG","-20.07","-44.3"
"IGARAPE DO MEIO","MA","-3.66","-45.22"
"IGARAPE GRANDE","MA","-4.58","-44.85"
"IGARAPE-ACU","PA","-1.1200000000000001","-47.61"
"IGARAPE-MIRI","PA","-1.97","-48.96"
"IGARASSU","PE","-7.83","-34.9"
"IGARATA","SP","-23.2","-46.15"
"IGARATINGA","MG","-19.95","-44.7"
"IGRAPIUNA","BA","-13.82","-39.14"
"IGREJA NOVA","AL","-10.119999999999999","-36.659999999999997"
"IGREJINHA","RS","-29.57","-50.79"
"IGUABA GRANDE","RJ","-22.83","-42.22"
"IGUAI","BA","-14.75","-40.08"
"IGUAPE","SP","-24.7","-47.55"
"IGUARACI","PE","-7.83","-37.51"
"IGUARACU","PR","-23.19","-51.82"
"IGUATAMA","MG","-20.170000000000002","-45.71"
"IGUATEMI","MS","-23.68","-54.56"
"IGUATU","CE","-6.35","-39.29"
"IGUATU","PR","-24.64","-53.13"
"IJACI","MG","-21.17","-44.92"
"IJUI","RS","-28.38","-53.91"
"ILHA COMPRIDA","SP","-24.74","-47.54"
"ILHA DAS FLORES","SE","-10.43","-36.54"
"ILHA GRANDE","PI","-2.85","-41.82"
"ILHA SOLTEIRA","SP","-20.43","-51.34"
"ILHABELA","SP","-23.77","-45.35"
"ILHEUS","BA","-14.78","-39.04"
"ILHOTA","SC","-26.9","-48.82"
"ILICINEA","MG","-20.93","-45.83"
"ILOPOLIS","RS","-28.92","-52.12"
"IMACULADA","PB","-7.39","-37.5"
"IMARUI","SC","-28.34","-48.82"
"IMBAU","PR","-24.44","-50.76"
"IMBE","RS","-29.97","-50.12"
"IMBE DE MINAS","MG","-19.59","-41.97"
"IMBITUBA","SC","-28.24","-48.67"
"IMBITUVA","PR","-25.23","-50.6"
"IMBUIA","SC","-27.49","-49.42"
"IMIGRANTE","RS","-29.35","-51.77"
"IMPERATRIZ","MA","-5.52","-47.47"
"INACIO MARTINS","PR","-25.57","-51.07"
"INACIOLANDIA","GO","-18.48","-49.98"
"INAJA","PE","-8.9","-37.82"
"INAJA","PR","-22.74","-52.19"
"INCONFIDENTES","MG","-22.31","-46.32"
"INDAIABIRA","MG","-15.49","-42.19"
"INDAIAL","SC","-26.89","-49.23"
"INDAIATUBA","SP","-23.09","-47.21"
"INDEPENDENCIA","CE","-5.39","-40.299999999999997"
"INDEPENDENCIA","RS","-27.83","-54.18"
"INDIANA","SP","-22.17","-51.25"
"INDIANOPOLIS","MG","-19.03","-47.91"
"INDIANOPOLIS","PR","-23.47","-52.69"
"INDIAPORA","SP","-19.98","-50.29"
"INDIARA","GO","-17.14","-49.98"
"INDIAROBA","SE","-11.51","-37.51"
"INDIAVAI","MT","-15.49","-58.57"
"INGA","PB","-7.26","-35.61"
"INGAI","MG","-21.4","-44.91"
"INGAZEIRA","PE","-7.67","-37.46"
"INHACORA","RS","-27.88","-54.01"
"INHAMBUPE","BA","-11.78","-38.35"
"INHANGAPI","PA","-1.43","-47.91"
"INHAPI","AL","-9.2100000000000009","-37.75"
"INHAPIM","MG","-19.54","-42.12"
"INHAUMA","MG","-19.489999999999998","-44.39"
"INHUMA","PI","-6.66","-41.7"
"INHUMAS","GO","-16.350000000000001","-49.49"
"INIMUTABA","MG","-18.72","-44.36"
"INOCENCIA","MS","-19.72","-51.93"
"INUBIA PAULISTA","SP","-21.77","-50.96"
"IOMERE","SC","-27","-51.24"
"IPABA","MG","-19.41","-42.41"
"IPAMERI","GO","-17.72","-48.16"
"IPANEMA","MG","-19.8","-41.71"
"IPANGUACU","RN","-5.49","-36.85"
"IPAPORANGA","CE","-4.9000000000000004","-40.75"
"IPATINGA","MG","-19.46","-42.53"
"IPAUCU","SP","-23.05","-49.62"
"IPAUMIRIM","CE","-6.79","-38.71"
"IPE","RS","-28.82","-51.27"
"IPECAETA","BA","-12.3","-39.299999999999997"
"IPERO","SP","-23.35","-47.68"
"IPEUNA","SP","-22.43","-47.71"
"IPIACU","MG","-18.690000000000001","-49.94"
"IPIAU","BA","-14.13","-39.729999999999997"
"IPIGUA","SP","-20.65","-49.38"
"IPIRA","BA","-12.15","-39.729999999999997"
"IPIRA","SC","-27.4","-51.77"
"IPIRANGA","PR","-25.02","-50.58"
"IPIRANGA DO PIAUI","PI","-6.82","-41.74"
"IPIRANGA DO SUL","RS","-27.93","-52.42"
"IPIXUNA","AM","-7.05","-71.69"
"IPIXUNA DO PARA","PA","-2.5499999999999998","-47.49"
"IPOJUCA","PE","-8.39","-35.06"
"IPORA","GO","-16.440000000000001","-51.11"
"IPORA","PR","-24","-53.7"
"IPORA DO OESTE","SC","-26.98","-53.53"
"IPORANGA","SP","-24.58","-48.59"
"IPU","CE","-4.32","-40.71"
"IPUA","SP","-20.43","-48.01"
"IPUACU","SC","-26.63","-52.45"
"IPUBI","PE","-7.65","-40.14"
"IPUEIRA","RN","-6.81","-37.19"
"IPUEIRAS","CE","-4.54","-40.71"
"IPUEIRAS","TO","-11.23","-48.46"
"IPUIUNA","MG","-22.09","-46.19"
"IPUMIRIM","SC","-27.07","-52.13"
"IPUPIARA","BA","-11.82","-42.61"
"IRACEMA","CE","-5.81","-38.299999999999997"
"IRACEMA","RR","2.1800000000000002","-61.04"
"IRACEMA DO OESTE","PR","-24.42","-53.35"
"IRACEMAPOLIS","SP","-22.58","-47.51"
"IRACEMINHA","SC","-26.82","-53.27"
"IRAI","RS","-27.19","-53.25"
"IRAI DE MINAS","MG","-18.98","-47.46"
"IRAJUBA","BA","-13.25","-40.08"
"IRAMAIA","BA","-13.28","-40.950000000000003"
"IRANDUBA","AM","-3.28","-60.18"
"IRANI","SC","-27.02","-51.9"
"IRAPUA","SP","-21.27","-49.4"
"IRAPURU","SP","-21.57","-51.34"
"IRAQUARA","BA","-12.24","-41.61"
"IRARA","BA","-12.05","-38.76"
"IRATI","PR","-25.46","-50.65"
"IRATI","SC","-26.65","-52.89"
"IRAUCUBA","CE","-3.74","-39.78"
"IRECE","BA","-11.3","-41.85"
"IRETAMA","PR","-24.42","-52.1"
"IRINEOPOLIS","SC","-26.23","-50.8"
"IRITUIA","PA","-1.76","-47.43"
"IRUPI","ES","-20.34","-41.64"
"ISAIAS COELHO","PI","-7.73","-41.67"
"ISRAELANDIA","GO","-16.309999999999999","-50.9"
"ITA","SC","-27.29","-52.32"
"ITAARA","RS","-29.61","-53.76"
"ITABAIANA","PB","-7.32","-35.33"
"ITABAIANA","SE","-10.68","-37.42"
"ITABAIANINHA","SE","-11.27","-37.79"
"ITABELA","BA","-16.57","-39.549999999999997"
"ITABERA","SP","-23.86","-49.13"
"ITABERABA","BA","-12.52","-40.299999999999997"
"ITABERAI","GO","-16.02","-49.81"
"ITABI","SE","-10.119999999999999","-37.1"
"ITABIRA","MG","-19.61","-43.22"
"ITABIRINHA DE MANTENA","MG","-18.559999999999999","-41.23"
"ITABIRITO","MG","-20.25","-43.8"
"ITABORAI","RJ","-22.74","-42.85"
"ITABUNA","BA","-14.78","-39.28"
"ITACAJA","TO","-8.39","-47.76"
"ITACAMBIRA","MG","-17.059999999999999","-43.3"
"ITACARAMBI","MG","-15.1","-44.09"
"ITACARE","BA","-14.27","-38.99"
"ITACOATIARA","AM","-3.14","-58.44"
"ITACURUBA","PE","-8.83","-38.700000000000003"
"ITACURUBI","RS","-28.78","-55.25"
"ITAETE","BA","-12.98","-40.97"
"ITAGI","BA","-14.16","-40"
"ITAGIBA","BA","-14.28","-39.840000000000003"
"ITAGIMIRIM","BA","-16.079999999999998","-39.61"
"ITAGUACU","ES","-19.8","-40.85"
"ITAGUACU DA BAHIA","BA","-11.01","-42.39"
"ITAGUAI","RJ","-22.85","-43.77"
"ITAGUAJE","PR","-22.61","-51.96"
"ITAGUARA","MG","-20.39","-44.48"
"ITAGUARI","GO","-15.91","-49.6"
"ITAGUARU","GO","-15.75","-49.63"
"ITAGUATINS","TO","-5.76","-47.48"
"ITAI","SP","-23.41","-49.09"
"ITAIBA","PE","-8.94","-37.42"
"ITAICABA","CE","-4.67","-37.82"
"ITAINOPOLIS","PI","-7.44","-41.47"
"ITAIOPOLIS","SC","-26.33","-49.9"
"ITAIPAVA DO GRAJAU","MA","-5.14","-45.79"
"ITAIPE","MG","-17.399999999999999","-41.66"
"ITAIPULANDIA","PR","-25.13","-54.3"
"ITAITINGA","CE","-3.96","-38.520000000000003"
"ITAITUBA","PA","-4.2699999999999996","-55.98"
"ITAJA","GO","-19.059999999999999","-51.54"
"ITAJA","RN","-5.64","-36.869999999999997"
"ITAJAI","SC","-26.9","-48.66"
"ITAJOBI","SP","-21.31","-49.05"
"ITAJU","SP","-21.98","-48.8"
"ITAJU DO COLONIA","BA","-15.14","-39.72"
"ITAJUBA","MG","-22.42","-45.45"
"ITAJUIPE","BA","-14.67","-39.369999999999997"
"ITALVA","RJ","-21.42","-41.69"
"ITAMARACA","PE","-7.74","-34.82"
"ITAMARAJU","BA","-17.03","-39.53"
"ITAMARANDIBA","MG","-17.850000000000001","-42.85"
"ITAMARATI","AM","-6.42","-68.25"
"ITAMARATI DE MINAS","MG","-21.41","-42.81"
"ITAMARI","BA","-13.77","-39.68"
"ITAMBACURI","MG","-18.03","-41.68"
"ITAMBARACA","PR","-23.01","-50.4"
"ITAMBE","BA","-15.24","-40.619999999999997"
"ITAMBE","PE","-7.41","-35.11"
"ITAMBE","PR","-23.66","-51.99"
"ITAMBE DO MATO DENTRO","MG","-19.41","-43.32"
"ITAMOGI","MG","-21.07","-47.04"
"ITAMONTE","MG","-22.28","-44.87"
"ITANAGRA","BA","-12.26","-38.04"
"ITANHAEM","SP","-24.18","-46.78"
"ITANHANDU","MG","-22.29","-44.93"
"ITANHEM","BA","-17.16","-40.33"
"ITANHOMI","MG","-19.170000000000002","-41.86"
"ITAOBIM","MG","-16.559999999999999","-41.5"
"ITAOCA","SP","-24.64","-48.84"
"ITAOCARA","RJ","-21.67","-42.08"
"ITAPACI","GO","-14.95","-49.54"
"ITAPAGE","CE","-3.68","-39.58"
"ITAPAGIPE","MG","-19.899999999999999","-49.38"
"ITAPARICA","BA","-12.88","-38.67"
"ITAPE","BA","-14.89","-39.42"
"ITAPEBI","BA","-15.95","-39.53"
"ITAPECERICA","MG","-20.47","-45.12"
"ITAPECERICA DA SERRA","SP","-23.71","-46.84"
"ITAPECURU MIRIM","MA","-3.39","-44.35"
"ITAPEJARA D'OESTE","PR","-25.96","-52.81"
"ITAPEMA","SC","-27.09","-48.61"
"ITAPEMIRIM","ES","-21.01","-40.83"
"ITAPERUCU","PR","-25.22","-49.34"
"ITAPERUNA","RJ","-21.2","-41.88"
"ITAPETIM","PE","-7.37","-37.19"
"ITAPETINGA","BA","-15.24","-40.24"
"ITAPETININGA","SP","-23.59","-48.05"
"ITAPEVA","MG","-22.76","-46.22"
"ITAPEVA","SP","-23.98","-48.87"
"ITAPEVI","SP","-23.54","-46.93"
"ITAPICURU","BA","-11.31","-38.229999999999997"
"ITAPIPOCA","CE","-3.36","-39.83"
"ITAPIRA","SP","-22.43","-46.82"
"ITAPIRANGA","AM","-2.74","-58.02"
"ITAPIRANGA","SC","-27.16","-53.71"
"ITAPIRAPUA","GO","-15.82","-50.61"
"ITAPIRAPUA PAULISTA","SP","-24.57","-49.16"
"ITAPIRATINS","TO","-8.3800000000000008","-48.11"
"ITAPISSUMA","PE","-7.77","-34.89"
"ITAPITANGA","BA","-14.42","-39.56"
"ITAPIUNA","CE","-4.5599999999999996","-38.92"
"ITAPOA","SC","-26.11","-48.61"
"ITAPOLIS","SP","-21.59","-48.81"
"ITAPORA","MS","-22.07","-54.78"
"ITAPORA DO TOCANTINS","TO","-8.57","-48.68"
"ITAPORANGA","PB","-7.3","-38.15"
"ITAPORANGA","SP","-23.7","-49.49"
"ITAPORANGA D'AJUDA","SE","-10.99","-37.31"
"ITAPOROROCA","PB","-6.83","-35.24"
"ITAPUCA","RS","-28.78","-52.17"
"ITAPUI","SP","-22.23","-48.71"
"ITAPURA","SP","-20.64","-51.5"
"ITAPURANGA","GO","-15.56","-49.94"
"ITAQUAQUECETUBA","SP","-23.48","-46.34"
"ITAQUARA","BA","-13.45","-39.94"
"ITAQUI","RS","-29.12","-56.55"
"ITAQUIRAI","MS","-23.47","-54.18"
"ITAQUITINGA","PE","-7.66","-35.1"
"ITARANA","ES","-19.87","-40.869999999999997"
"ITARANTIM","BA","-15.66","-40.06"
"ITARARE","SP","-24.11","-49.34"
"ITAREMA","CE","-2.92","-39.909999999999997"
"ITARIRI","SP","-24.28","-47.17"
"ITARUMA","GO","-18.760000000000002","-51.34"
"ITATIAIA","RJ","-22.49","-44.56"
"ITATIAIUCU","MG","-20.190000000000001","-44.42"
"ITATIBA","SP","-23","-46.83"
"ITATIBA DO SUL","RS","-27.38","-52.45"
"ITATIM","BA","-12.71","-39.69"
"ITATINGA","SP","-23.1","-48.61"
"ITATIRA","CE","-4.5199999999999996","-39.619999999999997"
"ITATUBA","PB","-7.37","-35.619999999999997"
"ITAU","RN","-5.84","-37.99"
"ITAU DE MINAS","MG","-20.73","-46.75"
"ITAUBA","MT","-11.06","-55.27"
"ITAUBAL","AP","0.71","-50.8"
"ITAUCU","GO","-16.2","-49.6"
"ITAUEIRA","PI","-7.6","-43.02"
"ITAUNA","MG","-20.07","-44.57"
"ITAUNA DO SUL","PR","-22.73","-52.88"
"ITAVERAVA","MG","-20.67","-43.61"
"ITINGA","MG","-16.61","-41.76"
"ITINGA DO MARANHAO","MA","-4.45","-47.52"
"ITIQUIRA","MT","-17.2","-54.15"
"ITIRAPINA","SP","-22.25","-47.82"
"ITIRAPUA","SP","-20.64","-47.21"
"ITIRUCU","BA","-13.53","-40.15"
"ITIUBA","BA","-10.69","-39.85"
"ITOBI","SP","-21.73","-46.97"
"ITORORO","BA","-15.11","-40.07"
"ITU","SP","-23.26","-47.29"
"ITUACU","BA","-13.81","-41.29"
"ITUBERA","BA","-13.73","-39.14"
"ITUETA","MG","-19.39","-41.17"
"ITUIUTABA","MG","-18.96","-49.46"
"ITUMBIARA","GO","-18.420000000000002","-49.21"
"ITUMIRIM","MG","-21.31","-44.87"
"ITUPEVA","SP","-23.15","-47.05"
"ITUPIRANGA","PA","-5.13","-49.32"
"ITUPORANGA","SC","-27.41","-49.6"
"ITURAMA","MG","-19.72","-50.19"
"ITUTINGA","MG","-21.29","-44.65"
"ITUVERAVA","SP","-20.329999999999998","-47.78"
"IUIU","BA","-14.41","-43.55"
"IUNA","ES","-20.34","-41.53"
"IVAI","PR","-25.01","-50.85"
"IVAIPORA","PR","-24.24","-51.68"
"IVATE","PR","-23.4","-53.36"
"IVATUBA","PR","-23.61","-52.22"
"IVINHEMA","MS","-22.3","-53.81"
"IVOLANDIA","GO","-16.600000000000001","-50.79"
"IVORA","RS","-29.52","-53.58"
"IVOTI","RS","-29.59","-51.16"
"JABOATAO DOS GUARARAPES","PE","-8.11","-35.01"
"JABORA","SC","-27.17","-51.73"
"JABORANDI","BA","-13.61","-44.43"
"JABORANDI","SP","-20.68","-48.41"
"JABOTI","PR","-23.74","-50.07"
"JABOTICABA","RS","-27.63","-53.27"
"JABOTICABAL","SP","-21.25","-48.32"
"JABOTICATUBAS","MG","-19.510000000000002","-43.74"
"JACANA","RN","-6.42","-36.200000000000003"
"JACARACI","BA","-14.85","-42.43"
"JACARAU","PB","-6.61","-35.29"
"JACARE DOS HOMENS","AL","-9.6300000000000008","-37.200000000000003"
"JACAREACANGA","PA","-6.22","-57.75"
"JACAREI","SP","-23.3","-45.96"
"JACAREZINHO","PR","-23.16","-49.96"
"JACI","SP","-20.88","-49.57"
"JACIARA","MT","-15.96","-54.96"
"JACINTO","MG","-16.14","-40.29"
"JACINTO MACHADO","SC","-28.99","-49.76"
"JACOBINA","BA","-11.18","-40.51"
"JACOBINA DO PIAUI","PI","-7.93","-41.21"
"JACUI","MG","-21.01","-46.74"
"JACUIPE","AL","-8.84","-35.46"
"JACUNDA","PA","-4.45","-49.11"
"JACUPIRANGA","SP","-24.69","-48"
"JACUTINGA","MG","-22.28","-46.61"
"JACUTINGA","RS","-27.72","-52.53"
"JAGUAPITA","PR","-23.11","-51.53"
"JAGUAQUARA","BA","-13.53","-39.97"
"JAGUARACU","MG","-19.64","-42.75"
"JAGUARAO","RS","-32.56","-53.37"
"JAGUARARI","BA","-10.26","-40.19"
"JAGUARE","ES","-18.899999999999999","-40.07"
"JAGUARETAMA","CE","-5.61","-38.76"
"JAGUARI","RS","-29.49","-54.69"
